PM2.5,PM10,Temperature,Humidity,CO,NO2,AQI
36.29,85.94,22.05,77.36,8.49,126.64,160.0
207.39,490.5,23.06,47.93,0.36,125.4,384.0
196.6,411.17,15.33,37.03,9.48,48.55,317.0
178.64,413.86,31.3,46.28,7.24,112.28,395.0
13.86,18.23,22.18,31.52,0.92,104.09,43.0
79.27,184.25,26.61,31.04,6.74,76.29,173.0
69.46,112.31,16.48,49.78,6.5,38.2,131.0
93.23,133.49,18.5,77.05,2.27,134.41,181.0
26.47,40.0,32.79,73.57,7.61,104.9,121.0
234.55,408.91,27.17,55.57,0.96,33.66,403.0
140.68,214.76,34.01,58.26,4.95,108.67,276.0
79.85,129.1,34.98,30.3,0.2,113.8,136.0
102.26,140.66,22.44,40.78,9.69,134.16,186.0
114.56,181.59,20.98,31.24,7.54,41.2,182.0
152.15,295.77,32.17,67.73,1.67,148.43,343.0
131.34,233.05,34.97,37.28,3.48,31.48,238.0
230.25,380.08,27.59,73.45,1.69,94.1,411.0
126.76,275.11,30.9,62.17,7.69,102.0,304.0
248.08,585.85,30.63,41.47,0.68,68.65,442.0
213.6,466.46,22.11,37.89,8.42,76.51,369.0
56.09,91.51,26.49,61.38,9.43,134.73,168.0
233.0,505.08,31.66,75.04,6.8,100.34,500.0
33.51,46.83,28.76,65.92,2.21,79.58,71.0
205.28,281.11,15.42,47.43,3.66,27.97,273.0
98.25,162.05,21.73,59.37,4.82,11.03,171.0
220.1,495.24,17.89,45.54,6.09,27.5,357.0
217.67,330.92,19.66,79.96,6.72,143.87,381.0
202.45,259.59,33.11,67.44,5.59,116.97,367.0
198.56,272.27,15.74,60.72,3.58,145.4,285.0
79.65,184.49,19.4,51.16,8.92,15.0,157.0
24.83,50.24,21.19,60.91,0.91,105.23,78.0
103.73,158.62,27.34,47.08,4.72,16.2,174.0
47.51,91.32,25.68,31.44,7.78,119.49,123.0
175.26,330.52,19.37,49.75,0.7,63.33,270.0
89.79,184.26,18.28,76.52,7.08,23.41,185.0
244.02,366.8,19.74,61.32,8.22,89.53,405.0
162.04,376.53,25.05,34.2,6.64,49.22,297.0
206.51,330.86,20.42,74.25,0.23,102.34,334.0
37.47,78.77,33.95,43.44,1.88,102.14,90.0
216.19,263.96,24.28,42.19,3.49,108.7,291.0
231.08,389.24,16.18,44.85,2.41,148.95,336.0
124.33,206.04,29.59,58.86,9.63,64.14,263.0
153.53,292.71,21.58,57.23,6.55,75.14,284.0
192.38,249.04,28.07,54.57,3.04,122.65,310.0
47.84,106.54,20.59,65.88,9.3,90.97,149.0
128.13,190.03,26.41,45.83,7.43,15.22,219.0
102.67,213.57,30.44,69.1,2.92,128.03,249.0
40.86,91.7,33.56,38.77,3.85,17.21,100.0
95.05,183.48,20.22,69.13,2.07,33.91,183.0
21.7,46.95,21.7,63.19,9.71,24.29,84.0
11.32,23.33,24.29,64.16,5.22,20.91,47.0
38.12,63.36,33.54,54.08,8.97,13.6,121.0
240.96,542.53,33.03,63.35,3.53,17.7,500.0
139.63,221.06,16.8,33.99,8.62,71.94,211.0
241.63,469.38,17.64,72.58,0.63,45.4,412.0
110.96,240.68,24.91,32.78,9.82,27.72,209.0
81.39,137.77,17.13,37.44,9.13,102.22,166.0
129.0,205.58,21.91,58.84,3.7,41.66,215.0
112.68,202.5,17.97,66.97,7.77,12.65,201.0
30.89,69.91,27.72,33.81,7.55,68.58,94.0
162.0,390.25,33.99,76.04,9.02,53.46,442.0
57.93,110.56,34.93,78.68,3.14,54.6,149.0
156.8,322.99,22.5,60.3,4.71,72.34,323.0
164.3,390.09,26.98,54.06,8.66,103.65,351.0
42.25,56.11,32.13,67.07,7.81,96.31,141.0
20.03,30.08,17.35,46.42,4.0,141.22,44.0
196.29,416.44,28.79,54.66,8.47,82.48,406.0
117.65,267.17,23.18,75.81,0.56,76.16,249.0
19.25,44.55,19.12,77.78,7.84,39.88,95.0
248.74,432.72,23.06,76.35,2.15,115.75,443.0
19.16,25.21,16.52,43.12,2.93,29.71,51.0
175.28,310.1,28.91,41.62,4.98,78.76,298.0
246.0,368.99,20.05,44.88,4.55,68.99,351.0
63.6,100.39,21.23,52.07,5.25,102.16,130.0
39.85,87.83,17.42,45.71,5.49,138.47,99.0
34.74,45.1,32.29,48.71,3.38,142.52,113.0
79.3,180.48,24.87,61.03,1.83,33.49,160.0
29.76,52.25,26.44,68.13,7.71,46.65,113.0
174.58,344.77,26.39,66.78,4.06,123.63,365.0
20.26,26.68,23.21,70.72,5.11,82.56,65.0
129.81,212.7,18.85,31.61,6.48,73.42,213.0
249.19,328.09,29.9,32.39,9.11,109.49,386.0
204.42,500.84,17.54,69.47,7.1,94.27,414.0
155.73,350.3,17.08,56.65,0.55,145.9,287.0
80.03,143.86,29.2,58.91,8.4,91.76,188.0
157.85,235.31,19.18,32.63,9.89,75.24,261.0
134.13,323.71,21.14,42.77,4.78,85.99,266.0
109.39,180.27,24.5,61.92,9.7,123.2,245.0
37.02,52.18,23.99,72.96,5.52,95.77,120.0
222.22,429.35,29.17,75.85,4.65,100.59,446.0
115.2,279.57,27.47,55.02,3.38,146.0,255.0
52.68,63.48,27.89,57.27,6.61,96.58,125.0
95.1,143.56,29.28,71.65,2.38,63.24,205.0
106.46,257.64,20.85,56.88,1.14,106.79,203.0
207.75,295.5,21.45,55.84,0.37,102.32,287.0
184.74,248.88,23.76,75.25,2.99,11.94,280.0
193.48,375.59,21.15,69.5,4.02,75.43,368.0
7.7,17.87,34.7,75.45,5.57,114.01,73.0
106.96,194.69,31.28,40.91,3.0,79.87,196.0
122.93,306.45,18.29,56.22,9.84,119.15,290.0
9.7,20.21,15.11,72.12,2.99,73.12,44.0
68.65,89.0,15.86,35.56,4.47,147.67,122.0
191.27,476.4,19.88,69.73,1.12,51.0,380.0
38.59,66.77,17.29,39.15,2.68,22.9,62.0
136.15,214.25,25.67,70.41,0.58,70.2,233.0
57.72,111.13,32.16,60.6,5.64,85.84,156.0
7.97,12.72,29.74,39.66,7.54,58.87,69.0
64.09,84.12,19.31,53.67,2.04,43.92,92.0
244.09,293.36,22.99,64.1,3.74,104.09,339.0
201.38,359.35,25.16,61.69,0.26,62.8,345.0
240.1,549.32,31.2,51.36,8.41,98.39,500.0
124.52,242.08,31.78,74.97,7.82,119.07,314.0
31.89,79.68,33.19,55.96,0.73,116.54,97.0
139.25,219.03,25.18,55.29,3.71,62.54,231.0
116.32,182.0,28.89,33.11,9.56,89.51,225.0
211.87,298.24,17.24,76.11,3.98,72.95,346.0
29.03,41.03,26.31,38.86,5.31,131.91,89.0
124.62,195.74,19.97,56.42,3.62,133.03,243.0
41.76,93.16,23.63,70.18,6.0,58.12,106.0
84.55,201.01,27.68,40.77,9.78,22.84,199.0
185.65,458.12,20.14,56.37,9.98,33.46,369.0
121.62,182.68,16.04,42.03,7.77,61.38,202.0
97.09,227.75,15.2,67.98,4.1,88.99,188.0
101.65,165.35,15.44,58.22,4.99,101.95,168.0
117.56,158.32,15.17,72.8,3.63,56.39,181.0
197.33,459.98,17.21,74.73,9.86,103.45,429.0
223.56,453.14,19.79,62.44,7.11,141.28,421.0
239.06,338.06,19.42,66.27,4.54,101.28,371.0
197.79,347.87,34.74,57.46,0.22,32.2,345.0
82.27,129.45,21.12,49.22,5.25,91.15,153.0
173.59,374.58,17.55,62.41,9.84,85.87,364.0
112.21,200.8,25.91,75.41,5.28,131.9,260.0
67.39,167.55,32.16,50.83,1.91,59.04,150.0
211.01,268.23,28.56,45.72,0.32,69.21,316.0
14.41,23.95,20.92,49.42,3.61,93.81,60.0
225.93,412.66,26.23,51.77,9.19,83.42,407.0
118.06,218.9,29.3,33.68,9.97,110.66,246.0
161.11,259.51,29.56,54.92,9.46,15.65,309.0
166.54,357.73,28.33,54.72,7.32,88.89,343.0
224.3,524.24,32.42,59.42,5.63,27.03,465.0
160.98,389.64,32.4,48.14,5.95,54.13,347.0
155.41,349.16,26.58,60.66,5.44,102.63,330.0
21.33,49.18,23.6,73.91,7.1,32.04,102.0
132.01,252.89,27.83,77.77,4.25,53.24,287.0
41.79,95.02,31.36,59.18,6.73,108.42,135.0
185.67,296.06,15.11,32.13,1.3,101.11,245.0
130.49,224.19,34.84,78.46,2.73,22.75,279.0
171.66,276.71,18.66,65.29,8.38,90.82,297.0
15.21,27.49,24.4,46.8,9.05,30.62,63.0
25.77,40.5,32.44,37.36,5.44,45.32,73.0
180.5,442.24,19.5,37.17,0.41,74.29,299.0
22.66,36.41,24.54,38.39,9.28,25.31,78.0
22.46,29.81,17.65,32.28,7.05,149.11,77.0
7.97,15.02,22.9,75.11,4.2,33.15,41.0
239.34,304.98,18.54,57.04,6.02,119.38,360.0
185.69,249.51,22.27,65.0,4.35,126.18,320.0
91.55,135.97,22.47,71.41,4.71,149.22,190.0
77.65,140.06,34.86,69.58,8.88,70.01,237.0
90.68,159.88,34.9,74.13,1.69,132.37,231.0
194.79,436.25,17.3,78.36,1.13,144.06,398.0
167.04,361.02,29.52,51.95,0.13,34.21,308.0
50.37,88.36,16.03,77.52,3.21,77.12,131.0
47.66,77.86,15.6,66.16,1.56,18.4,76.0
29.11,46.9,17.11,33.53,2.28,96.9,53.0
166.77,367.94,34.31,64.09,0.21,91.4,346.0
192.27,243.74,33.82,64.34,2.35,38.58,306.0
69.94,85.09,18.88,75.29,3.39,121.71,140.0
10.13,22.64,18.23,48.65,0.41,15.22,24.0
25.13,45.75,19.81,59.25,6.12,122.87,95.0
242.13,331.75,25.31,30.61,5.73,13.73,324.0
77.38,116.56,26.39,46.6,1.06,101.96,135.0
193.46,466.67,19.43,33.11,5.99,21.03,342.0
158.04,366.24,30.13,56.09,9.99,45.17,366.0
98.58,209.25,21.19,70.87,9.45,111.07,256.0
55.39,101.2,33.44,40.32,0.13,49.26,100.0
34.74,65.19,28.13,56.37,7.97,81.56,101.0
155.68,384.19,23.73,40.2,3.6,138.13,286.0
194.79,478.3,30.8,36.03,0.73,16.95,369.0
162.76,240.86,31.36,55.55,3.03,123.55,286.0
134.92,304.18,20.81,33.96,3.29,19.14,214.0
15.28,22.25,21.79,59.37,5.28,27.75,56.0
242.28,357.99,33.72,31.57,6.64,26.7,376.0
200.68,417.21,18.29,35.34,7.52,149.17,348.0
76.74,132.49,15.84,57.5,2.53,35.23,144.0
245.09,590.92,24.08,59.57,3.29,135.55,500.0
152.46,200.59,31.02,31.45,3.15,148.73,230.0
147.69,275.45,30.43,58.67,3.69,63.73,295.0
188.28,450.75,33.39,71.93,10.0,98.35,478.0
203.88,484.29,25.66,66.12,7.8,119.07,455.0
165.84,232.75,17.0,36.56,9.75,64.97,236.0
36.38,61.0,26.77,59.62,6.96,32.65,84.0
87.88,176.18,30.57,63.61,4.12,70.73,198.0
232.38,327.01,16.87,31.86,3.96,118.06,291.0
60.03,147.58,18.45,72.77,4.94,119.31,171.0
96.18,229.79,15.25,75.31,4.23,42.28,199.0
110.86,157.09,26.87,72.52,8.3,34.5,230.0
112.65,152.93,32.73,71.23,4.7,138.88,255.0
155.17,203.43,28.41,67.25,3.03,16.16,237.0
236.05,562.34,34.64,61.67,7.77,112.86,500.0
63.97,92.87,16.26,63.93,8.56,16.5,133.0
34.77,60.54,33.06,70.32,4.26,127.31,121.0
53.38,95.2,31.28,63.12,6.71,136.76,172.0
222.3,439.86,21.28,46.39,0.68,51.64,356.0
163.22,211.09,34.47,48.8,5.34,20.35,268.0
75.05,112.18,20.76,74.85,0.55,77.3,136.0
204.91,494.02,32.79,30.86,0.39,51.78,368.0
216.04,514.37,32.61,64.94,6.17,68.4,475.0
212.4,470.6,30.15,77.74,3.1,103.1,471.0
230.14,281.97,26.27,65.31,7.45,39.38,375.0
66.8,108.56,17.4,79.7,8.97,59.97,168.0
189.99,383.08,25.64,64.38,1.48,119.56,354.0
117.83,183.55,22.14,31.72,7.27,100.13,185.0
211.29,503.39,30.84,71.35,5.19,55.68,475.0
183.48,371.37,30.16,44.23,1.21,103.0,349.0
195.23,252.53,33.21,52.3,6.55,117.14,335.0
165.76,394.79,15.3,45.6,6.13,92.95,312.0
48.47,118.51,31.18,43.43,5.2,43.53,140.0
138.53,180.23,33.77,51.57,9.27,10.03,254.0
246.24,465.91,30.79,48.94,5.26,122.4,450.0
234.66,374.14,17.6,61.67,9.91,125.17,409.0
15.58,26.65,16.63,70.66,5.14,107.66,73.0
45.38,65.05,15.42,44.85,1.25,20.72,55.0
37.27,72.74,27.57,40.69,4.76,91.93,92.0
182.87,447.17,27.59,63.34,1.91,124.94,398.0
205.36,380.73,34.74,63.52,6.01,64.55,431.0
57.31,74.95,22.96,75.06,6.96,37.72,127.0
128.93,258.64,21.64,30.8,4.74,92.27,217.0
210.97,346.48,27.49,72.65,1.07,125.68,392.0
184.54,426.78,31.51,56.05,4.74,16.84,377.0
137.85,243.31,33.74,61.07,0.91,93.57,262.0
149.64,217.07,31.06,34.57,6.85,100.04,248.0
129.55,187.64,23.53,51.63,7.92,94.33,228.0
77.9,171.33,27.7,41.37,9.63,101.0,222.0
143.43,221.64,32.13,42.71,1.57,98.39,236.0
173.78,381.86,24.81,55.2,5.37,28.26,346.0
218.96,321.36,19.33,70.62,5.72,42.89,372.0
160.89,260.35,18.39,67.19,9.23,96.66,301.0
191.47,345.64,15.0,59.55,6.31,12.48,311.0
44.22,107.28,29.36,56.97,1.54,98.86,115.0
118.08,284.72,17.22,51.37,4.42,103.15,217.0
7.29,10.7,19.88,78.64,6.58,43.48,41.0
65.44,109.0,20.96,58.01,7.03,93.74,150.0
182.98,255.12,26.21,42.7,8.64,84.77,297.0
247.99,462.01,22.96,41.5,1.89,46.5,396.0
29.3,52.7,28.49,60.57,9.52,74.82,114.0
103.37,245.08,16.11,56.14,0.69,137.35,218.0
201.02,484.25,17.48,30.38,9.84,69.72,344.0
54.99,93.41,24.98,71.5,8.59,98.18,179.0
141.0,259.33,21.74,65.21,6.64,14.95,268.0
184.6,436.6,20.92,63.09,7.38,20.89,377.0
155.92,350.61,16.34,33.44,0.82,21.38,224.0
51.07,61.52,32.91,48.1,0.51,118.95,104.0
92.07,148.79,28.84,76.77,1.11,59.04,194.0
197.03,344.47,17.43,73.13,0.96,41.87,317.0
140.79,210.99,16.3,44.28,5.52,114.63,216.0
6.28,9.17,34.5,37.85,2.23,33.79,25.0
191.44,239.13,28.62,52.45,8.62,44.51,332.0
13.65,27.8,23.35,47.79,4.51,70.33,66.0
187.7,289.3,29.03,64.11,6.99,56.4,362.0
54.61,69.25,30.13,78.32,6.56,91.95,150.0
239.73,359.66,30.6,48.15,3.27,57.3,381.0
95.15,213.36,24.56,33.11,2.51,65.01,175.0
85.1,196.32,23.6,74.88,3.49,130.8,222.0
41.48,75.82,15.22,31.9,7.99,133.83,104.0
79.87,139.05,33.53,77.64,5.9,125.88,229.0
219.78,543.12,27.07,63.23,2.61,131.08,474.0
249.1,363.87,19.06,77.08,8.2,89.76,407.0
95.24,140.95,33.39,39.98,0.64,100.47,169.0
114.91,181.49,33.3,32.03,7.02,88.0,201.0
181.91,259.14,34.78,54.41,4.45,119.98,340.0
222.12,376.08,32.48,52.53,7.34,87.14,425.0
150.3,358.32,34.96,46.57,9.28,25.55,344.0
100.92,201.84,19.89,77.88,7.53,123.34,247.0
106.09,184.13,31.84,71.13,4.48,116.48,252.0
175.43,423.61,31.46,63.08,1.59,124.84,384.0
5.79,7.31,19.62,38.14,8.08,36.66,57.0
156.8,231.02,16.97,66.72,4.66,48.03,262.0
92.1,178.27,34.59,66.35,0.85,51.41,207.0
199.58,399.2,20.92,51.25,7.22,81.13,348.0
27.78,34.77,32.42,76.24,2.99,28.74,73.0
149.11,257.06,15.08,38.35,0.58,63.95,192.0
122.84,251.07,15.42,43.37,9.04,35.5,209.0
162.37,342.19,24.32,33.16,4.88,47.07,277.0
20.89,42.4,19.77,69.77,2.88,108.89,74.0
147.1,237.81,28.8,61.09,7.19,129.67,312.0
142.56,188.41,26.31,45.75,8.87,13.21,231.0
142.36,249.88,16.55,38.19,0.1,89.23,199.0
152.85,209.01,18.25,32.01,6.91,15.05,209.0
170.73,415.21,22.76,38.34,7.69,21.93,309.0
202.22,367.58,18.71,52.66,2.18,108.71,317.0
71.11,114.65,30.84,42.36,4.95,112.99,164.0
207.14,454.91,23.32,42.95,0.98,123.96,352.0
127.07,234.75,16.87,73.78,7.49,76.39,267.0
23.88,38.28,24.69,55.76,8.49,130.37,112.0
19.34,43.63,16.82,66.46,1.17,33.36,30.0
86.89,202.22,17.58,31.79,8.18,44.96,174.0
197.3,409.38,19.79,48.26,7.74,28.83,349.0
178.38,224.95,32.19,53.96,3.53,121.66,304.0
198.21,383.78,33.49,39.32,6.93,42.01,363.0
131.73,288.79,31.53,36.01,0.1,31.77,216.0
112.85,155.44,21.68,73.52,9.32,97.24,250.0
41.13,61.58,20.45,76.97,5.55,20.79,96.0
85.41,200.47,25.98,33.94,6.24,16.29,161.0
111.33,136.51,29.44,47.45,6.68,24.94,192.0
26.71,58.18,34.87,77.91,5.66,10.03,86.0
59.05,107.23,17.63,34.16,8.58,107.58,122.0
151.57,269.91,15.99,62.18,6.14,88.71,264.0
185.24,223.99,28.89,78.61,9.09,39.38,339.0
249.6,565.39,31.64,78.91,5.87,42.62,500.0
233.61,389.61,31.93,53.56,1.79,123.54,418.0
162.43,309.1,28.57,38.14,9.14,80.25,306.0
108.21,225.12,34.08,40.1,6.85,107.79,253.0
160.86,339.97,25.22,74.48,7.02,73.39,345.0
197.48,482.41,33.28,75.58,9.86,43.28,482.0
33.99,64.27,34.36,60.39,0.84,145.86,101.0
105.43,181.3,31.94,68.31,4.34,89.19,248.0
210.75,514.19,21.2,67.0,2.47,28.34,415.0
99.04,201.52,18.92,63.09,6.34,66.85,237.0
145.11,230.37,25.96,71.36,8.09,56.11,294.0
149.0,203.3,24.06,64.27,9.67,39.97,275.0
50.2,115.22,32.56,56.7,4.6,140.68,131.0
93.75,156.64,17.0,41.85,7.88,133.33,184.0
86.96,179.01,20.15,67.19,9.18,37.88,203.0
11.42,20.69,30.04,53.67,6.86,59.3,64.0
10.93,15.94,16.9,44.74,2.5,116.72,44.0
208.77,413.81,21.42,70.1,6.12,39.19,393.0
71.9,91.96,22.74,64.84,9.7,92.82,168.0
131.93,229.21,27.45,76.87,9.88,107.97,333.0
78.19,149.39,18.16,38.27,6.46,101.56,150.0
235.47,416.04,32.21,62.46,8.88,108.9,481.0
68.53,148.93,23.95,42.21,2.08,108.94,135.0
110.27,251.0,33.34,75.18,2.54,145.07,289.0
218.82,481.97,24.36,34.97,9.53,58.51,394.0
211.27,264.19,20.5,62.81,1.44,133.0,311.0
50.59,73.48,17.84,69.55,1.99,13.05,65.0
201.65,382.64,15.07,47.75,4.26,50.35,310.0
117.26,283.2,25.64,77.71,5.94,16.81,272.0
123.33,281.86,17.14,72.54,6.08,101.17,268.0
37.7,86.54,22.83,44.73,2.99,24.11,69.0
24.75,39.45,26.79,30.38,9.21,128.4,113.0
183.35,322.37,20.51,44.83,9.16,100.52,326.0
126.63,229.45,18.5,44.07,3.98,14.03,210.0
112.03,157.35,30.49,74.5,4.4,110.07,244.0
183.73,227.9,33.94,78.36,7.05,130.68,379.0
192.55,468.09,17.01,33.52,6.66,102.56,322.0
43.93,66.47,18.11,53.56,3.88,14.27,98.0
154.51,233.6,34.2,57.42,4.2,130.11,290.0
38.16,49.93,15.76,34.65,3.55,112.54,73.0
189.09,455.14,34.55,48.87,2.43,62.98,397.0
165.95,324.22,15.09,45.85,4.64,56.01,269.0
239.37,494.81,32.47,56.8,6.9,77.17,494.0
21.89,52.22,21.15,63.06,7.45,131.39,100.0
18.98,31.3,33.77,65.17,7.81,45.29,83.0
74.14,148.86,21.34,36.84,3.81,24.13,154.0
69.12,86.43,28.09,70.65,7.67,131.05,175.0
65.51,94.52,16.6,63.93,0.16,13.68,90.0
227.03,517.77,19.85,74.45,4.82,137.54,462.0
66.14,145.29,30.47,52.47,7.96,52.8,175.0
71.63,118.6,25.57,74.69,6.34,81.15,174.0
191.05,322.85,33.56,73.29,4.79,28.52,378.0
115.19,218.12,23.58,51.92,6.48,136.32,242.0
195.29,234.41,32.4,49.06,9.08,114.98,358.0
21.01,31.81,23.98,76.64,5.71,139.38,90.0
124.45,183.04,34.58,65.76,8.02,105.65,277.0
13.24,20.19,34.2,76.41,9.81,35.86,86.0
20.35,45.74,21.58,69.85,7.09,53.16,89.0
227.08,355.05,32.72,60.46,5.78,78.16,412.0
39.12,56.68,31.95,35.79,0.47,95.02,70.0
135.44,251.32,19.21,44.57,3.81,139.7,220.0
105.72,245.83,27.49,78.44,5.7,63.75,263.0
90.1,136.39,16.45,45.97,7.99,108.43,173.0
225.46,293.57,31.73,34.66,4.44,144.54,362.0
10.35,17.21,18.49,65.38,9.6,31.33,75.0
167.63,364.08,16.42,66.7,2.79,130.78,312.0
241.03,461.79,23.0,44.27,7.47,68.9,394.0
142.24,321.73,26.54,44.88,4.25,112.54,271.0
234.52,573.98,32.1,53.44,4.91,51.1,479.0
17.8,39.71,34.48,31.09,8.04,56.76,100.0
107.6,213.59,23.79,69.47,3.03,13.8,208.0
68.74,126.57,16.21,45.85,1.06,146.0,119.0
184.05,230.45,29.98,72.69,5.25,123.88,330.0
245.42,608.54,26.3,70.13,5.34,23.15,500.0
67.85,115.24,23.96,63.07,7.99,149.93,173.0
165.27,231.03,21.19,46.24,9.69,94.7,289.0
53.53,110.64,25.05,55.82,0.65,129.52,119.0
143.51,225.24,21.77,52.24,5.96,19.33,219.0
118.66,232.76,30.14,46.94,6.84,64.52,267.0
243.14,477.24,25.88,72.41,9.86,103.75,500.0
154.09,274.19,32.54,54.18,9.43,24.9,307.0
90.63,207.26,25.87,71.64,7.15,78.45,244.0
32.95,50.9,19.77,35.26,5.27,71.97,81.0
42.06,74.99,32.02,37.05,1.7,40.25,76.0
60.2,114.32,26.14,78.87,3.9,52.04,131.0
66.49,137.14,19.14,59.39,5.89,145.4,155.0
213.4,473.57,27.47,55.49,7.28,50.41,419.0
142.5,244.14,22.15,56.16,6.39,39.88,252.0
133.23,271.77,31.89,40.76,7.17,85.07,275.0
33.12,46.23,24.07,65.94,4.35,103.93,92.0
215.73,520.45,29.53,34.24,7.3,111.51,423.0
182.09,309.18,16.91,58.67,1.52,115.59,277.0
21.58,46.36,22.92,58.54,1.71,15.16,51.0
178.42,218.82,34.66,75.71,1.71,65.13,324.0
138.17,202.66,31.17,56.31,8.92,118.35,283.0
25.02,45.87,18.2,36.85,0.85,136.68,59.0
117.28,274.65,20.56,58.64,8.03,94.31,263.0
123.75,233.32,21.6,34.57,2.41,17.32,196.0
45.61,109.88,28.01,40.19,4.74,65.53,106.0
236.7,432.9,30.14,31.56,9.17,20.39,408.0
213.24,391.85,29.99,55.66,5.9,114.8,414.0
168.91,228.99,25.2,34.23,2.18,18.89,223.0
118.26,265.32,31.22,53.47,2.91,36.0,253.0
105.88,161.05,23.74,76.65,9.21,68.37,222.0
164.49,389.75,17.48,65.99,4.33,74.77,329.0
138.63,330.51,26.29,33.87,5.91,66.91,271.0
20.26,49.15,34.05,41.21,4.65,74.88,68.0
130.56,244.98,30.86,63.68,3.85,109.85,280.0
202.57,421.39,26.57,74.74,2.31,61.7,407.0
117.51,259.95,27.94,31.65,6.89,86.69,232.0
17.73,24.29,33.61,70.62,7.21,52.47,93.0
197.64,391.57,23.57,58.09,2.82,59.51,344.0
54.33,67.62,21.63,57.3,7.91,95.93,132.0
68.36,126.25,34.54,77.89,8.56,78.67,203.0
45.35,63.55,32.27,67.38,9.21,111.23,145.0
85.9,123.51,21.46,72.51,1.7,88.48,160.0
190.4,318.84,24.28,47.7,3.11,122.5,312.0
132.25,233.05,23.3,57.72,8.62,72.08,247.0
55.2,110.95,17.98,60.77,2.07,78.74,94.0
220.07,285.38,34.16,46.08,0.13,103.8,341.0
220.5,408.98,23.09,58.51,8.72,40.97,388.0
218.29,313.78,32.51,41.83,3.33,64.03,343.0
63.51,123.59,18.79,37.17,4.2,97.48,124.0
115.55,234.42,25.96,48.7,4.52,14.04,209.0
246.32,473.86,15.48,66.96,8.5,71.18,455.0
194.14,419.31,30.28,75.81,3.45,93.84,429.0
11.66,19.07,26.62,52.89,8.93,145.43,101.0
20.98,46.03,27.51,62.14,6.21,132.78,104.0
118.66,209.16,16.03,35.15,5.32,49.3,179.0
227.76,416.67,19.22,75.22,3.32,81.01,405.0
136.98,279.79,16.49,58.43,2.51,17.9,241.0
126.96,155.39,20.78,69.02,6.28,43.71,225.0
30.84,63.23,27.55,69.72,4.52,118.48,128.0
165.91,332.51,26.32,42.82,9.11,27.26,312.0
206.42,330.84,27.24,56.46,4.97,46.08,341.0
98.2,128.8,25.99,78.02,5.17,142.17,208.0
195.02,257.08,20.46,34.48,4.23,125.34,257.0
241.3,579.16,19.89,64.15,7.91,119.46,500.0
54.92,115.12,17.74,78.11,4.31,131.04,140.0
133.22,181.87,31.98,45.03,2.77,114.94,195.0
75.35,125.36,27.33,73.07,8.63,26.88,206.0
199.25,392.57,18.73,76.68,6.01,82.32,380.0
146.51,334.96,18.54,67.35,5.96,72.19,295.0
160.47,201.68,32.46,41.57,6.15,53.56,275.0
200.49,302.26,29.85,46.7,7.22,126.77,341.0
102.01,240.41,28.19,31.79,3.2,74.98,207.0
229.2,277.77,23.14,71.57,0.44,18.44,321.0
135.59,198.21,20.24,72.48,8.12,48.5,239.0
43.7,106.92,34.59,61.64,1.38,42.01,125.0
175.5,350.54,30.94,47.63,7.25,134.25,369.0
199.35,307.03,21.04,33.84,0.91,100.64,280.0
82.61,106.32,31.95,67.65,3.82,88.45,173.0
215.01,265.89,30.18,66.33,0.72,80.93,345.0
227.01,344.63,20.94,75.63,5.27,101.02,384.0
72.84,170.88,23.53,66.53,6.57,115.68,196.0
245.96,428.14,18.72,71.43,1.8,87.61,400.0
39.47,84.33,17.22,67.3,3.78,141.36,99.0
54.49,130.45,29.46,61.53,9.31,146.76,194.0
50.14,86.76,20.35,51.35,4.48,149.35,134.0
224.03,324.54,31.4,75.11,8.05,103.71,439.0
165.3,309.49,34.91,62.55,9.28,140.57,384.0
42.27,100.61,16.53,49.92,9.75,66.63,113.0
112.88,253.49,24.46,34.17,8.99,130.34,241.0
155.75,200.23,31.04,44.54,3.24,137.28,264.0
25.45,53.45,30.78,57.19,9.63,136.58,136.0
221.19,429.88,30.2,43.78,8.14,126.32,428.0
201.88,480.42,21.98,41.06,8.39,66.92,373.0
128.78,175.04,24.08,56.37,0.25,32.25,178.0
241.95,458.31,26.9,38.49,9.55,56.75,427.0
107.35,251.56,34.48,70.02,7.8,117.42,308.0
246.11,426.51,21.55,54.22,7.7,42.6,407.0
168.64,308.04,33.46,58.69,0.91,76.96,310.0
160.49,207.29,20.39,37.37,2.4,89.16,227.0
45.66,71.3,34.78,46.23,9.63,94.54,139.0
221.07,358.55,28.41,50.5,5.06,141.0,395.0
109.73,266.51,24.27,70.41,4.04,102.61,256.0
44.75,70.14,27.27,68.51,8.42,120.08,135.0
8.09,14.55,20.45,41.15,0.96,91.46,48.0
142.14,294.61,20.48,60.81,4.23,126.7,281.0
134.21,189.35,17.27,42.17,3.82,46.91,180.0
181.24,332.1,17.28,79.41,3.56,39.38,307.0
223.11,481.95,21.95,77.61,3.15,139.68,445.0
24.45,56.9,30.26,58.16,2.18,107.09,78.0
184.22,371.04,27.16,64.95,1.81,104.01,377.0
50.92,105.38,17.05,70.07,6.44,75.42,126.0
215.25,293.64,32.04,66.05,9.2,62.74,417.0
205.67,499.68,27.03,64.99,5.14,87.8,446.0
137.49,188.69,34.22,77.93,3.05,26.88,245.0
179.01,395.09,28.4,59.82,1.68,73.66,347.0
82.02,126.65,18.5,61.82,8.32,73.75,158.0
